id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
6612373ddc6c3879,"""==In response to your feedback==

If you click on the preview button you can see what you have got so far.  If it is really bad you can forget about saving and start again.  t looks as though you did not click the save button. 

  

 """,0,0,0,0,0,0
23c5d5c2a3ea8ddd,"""

So overdue
  The Copyright Cleanup Barnstar Thank you for always being conscious of and responsible with copyright issues.  (talk) 

I can't believe that I haven't spammed you with one of these before. I don't remember at what point you transitioned into being one of the people on Wikipedia that I just think of as awesome in this area, but it's been such a long time ago that I would have assumed I had already popped in a picture to express my appreciation. I consider this long overdue. ) Thank you so much for keeping an eye out for this and facilitating the cleanup of so many issues. You help keep our articles """"Quality"""". )  (talk) """,0,0,0,0,0,0
ecef786f1004b2e2,"Sorry to be uncontributive in this way, but I distinctly remember an instance of nondiagetic sound, music, at one point in the film, having remarked previously how it all appeared to be diagetic. Having been a week, I've forgotten, so if anyone watching it again could take a look, thanks.",0,0,0,0,0,0
8318f55c24ae45b6,"Abusive use of warning 

Could you point out where did I attacked you in Nair?",0,0,0,0,0,0
a571d043d54054cf,"how bout 

you go fuck yourself",1,1,1,0,1,0
ee0c739b9840a06e,"The 3-Me analog of fentanyl (3-MeF) was first introduced by Paul Janssen, J. Med. Chem.; 1974; 17(10); 1047-1051 which has been recently revisited by Slavic researchers. J. Serb. Chem.; 2004; 69(7) 511-526 QSAR reveals that the β-OH was first incorporated into 3-MeF because this pharmacophore had previously been shown to raise the potency of closely-related piperidine based narcotics J. Med. Chem.; 1962; 5(5); 913-919 such as phenoperidine, for example. AFAIK, ohmefentanyl was first reported by Chinese chemists in 1979. Scienta Sinica Vol. XXIV No. 5 pp 710-721 (May 1981) Since that time, both Chinese, and also American scientists, submitted the first elaborate evaluations on OMF isomer variations in 1995, in the JMC.J. Med. Chem.; 1995; 38(18); 3652-3659. J. Med. Chem.; 1995; 38(9); 1547-1557",0,0,0,0,0,0
229cebad52668157,"Hi! 

I'd like to say first of all that I think that you're version of the article looks fantastic and that it's so obvious that you've put time and effort into doing it. I've read the discography page and you're edit follows it to the book. However, I would like to suggest that you keep the 'additional singles section', the part with like, 'My love is Pink' and every thing else, in the same area. They are not 'Sugababes singles' for various reasons, which I can explain to you if you still do not understand. I prefer your version of the albums' section and you're introduction is much more explanatary, which I think is very useful. So I'm not critical of the whole article, just the singles section. Sorry, I really do feel bad, but it had to be done. Edits cannot be so big, because it makes it difficult for somebody to alter just one thing, like myself, who just wanted to alter the singles section.",0,0,0,0,0,0
fd7d0e11eda632b1,REDIRECT Talk:Niger uranium documents,0,0,0,0,0,0
fe3b2a8e9d1ad3c9,"FIX EDITs, IMPROVE EDITS, revert edits as teh last course. 

Please don't interpret a reversion or warning on my part as a personal attack on you; it's not. Please bring any error to my attention as I am always open to civil discussion. (I will respond here on my talk page unless you request otherwise.) No worries, mate. Geoff*

OF COURSE IT IS.

YOU HAVE A CHOICE:

IMPROVE AN EDIT
REVERT AN EDIT

That you constantly choose revert an edit so much you need to disclaim it as personal attack demonstrates what a hugely negative addition to the wikipedia you are.",0,0,0,0,0,0
65842b9f72313d1b,"No worries. A couple people seemed to make that mistake so I tried to clarify. It's sometimes tricky to do article work outside of article space, but when things get deleted all the time without due process and consideration it's sometimes all I can muster to work things up where I can. ) Take care.",0,0,0,0,0,0
60d8df790e635658,"Your contempt is noted. I hope I don't dissappoint, however, somehow I suspect your judgement has been rendered already. 69.19.14.16",0,0,0,0,0,0
966cfe33e89be883,"""

With regard to your last posting at my talk page, I'm tired. I do not care at all. None cares of these underground genres. """"Old Electronic music"""" and """"New Age"""" fans do not need and do not use Wikipedia as primary source. New """"electronic music"""" fans, simply ignore or really can't understand differences and proper analogies between genres. So, there is no point to fill this gap. Though there are thousands people sharing my """"point of view"""", there is no way to involve them in a """"battle"""" against younger Wikiusers. Feel free to do what you want. Wikipedia is only a stupid game, I'm no longer interested in contributing on these topics. Usually, users that remove dispute templates are immediately banned, but these harrassers aren't yet. Maybe Wikipedia is theirs and none else has to touch their toy. Enjoy it. I'll no longer contribute on music genres. Bye.  """,0,0,0,0,0,0
69611f6a478aea30,Your head is filled with bat poop! It's covered with maggots and shit! You are the product of a llama's salivary glands! Ha Ha hahahahahahHahahahahahah!!!!!,1,0,1,0,1,0
0ce4ae42f2e7b61c,"Apparently someone should worry a bit more about what they should have learned in high school and less about how you are teaching. The correct link to the discussion I referred is: [review this block of a teacher]
Again, my regrets at how some of my colleagues are acting.",0,0,0,0,0,0
1a36a6bcdd3e2ec2,"The new theory on how Titanic broke apart 
Just saw the special on the history channel. Rather interesting as they have found to complete sections of the double hulled bottom and have come to the conclusion the the Titanic broke from the bottom up, as opposed to the top down as portrayed in movies and described in most accounts. This is further supported on there by the fact that the breaks in the ship match this blah blah I have no clue what i'm talking about, but this is important shit and this article has nothing in it whatsoever about it.",0,0,0,0,0,0
2d15f80ac233d9dd,"Unitarian Universalism work group 
You may be interested to know that there is now a work group for all things UU. It's at Wikipedia:WikiProject Religion/Unitarian Universalism work group.",0,0,0,0,0,0
a8ecede21c87d0d8,"A week is even better. As I said I need a wiki-break. I knew you would extend the block over that, and would have been surprised only if you did not. But this is doing nothing to defend the article from the mean Malcolm Schosha, because I already said I will not be editing it for quite some time . I decided if I am getting was no support, then it really is not worth bothering with the article  particularly since no one seems to be reading it but the editors. 

Could you put a new block template on the page that shows the one week block? I would appreciate that.",0,0,0,0,0,0
2be093ef0210ea0c,"Is that addressed to me? If so, I don't know what that is.",0,0,0,0,0,0
2a4de030707f227a,"""

Thank you. I know some """"plat duuts"""" (Frisian for PlattDeutsch) myself so maybe I'll go to that wikipedia.   """,0,0,0,0,0,0
3199ec6a9918a326,I dont replace them with blank pages. I remove them because they are uproved theories. And no one can use wikipedia for propaganda. If you are a counter-vandalist warn other users who vandals PKK article they remove the photo without showing no reason.,0,0,0,0,0,0
9f0398d749f971e2,"""

 Thanks 

Hey Walton, thanks for the offer. I hope you understand. The offer was still very welcome, and it was a great honour to have such a suggestion projected from you to me. Cheers  Talk """,0,0,0,0,0,0
3bb1e838fa1c0975,"Content deletion at Anton Kreil 

I see you removed content at Anton Kreil without leaving an edit summary to explain why you deleted the text. I'm happy to assume good faith about your edit, but please understand that even well-known named editors here normally leave edit summaries, especially where they are deleting existing content. Since you are editing from an IP address that has been associated with recent vandalism, if you don't want to create a named account here, it helps if you can be extra careful to attach edit summaries to all your changes. When content is deleted without an edit summary by an anonymous editor from an address with a history of vandalism, other contributors have no reason to assume good faith. If they are in a hurry, they'll just revert your changes. -",0,0,0,0,0,0
ad6db677b39c8878,"Thank you, I'm very glad to have been able to contribute something substantial to these articles. I'm presently (albeit not as quickly as I'd like) working on UK general elections in Ireland pre-1918. I can't promise they'll be of Featured Article quality but I hope they'll prove interesting and worthwhile as well. -",0,0,0,0,0,0
cbc857a40f51edc0,"Infobox dates 

Hi, when updating infobox stats you should update the  or  parameter by adding five tildes (~~~~~), which generates the specific time the update was made. Cheers,",0,0,0,0,0,0
22732e8ccf5b4377,"Thanks for your reversions 

But it is not nonsense. I need further feedback from Wikipedia administrators. Do you have much HFCS yourself?",0,0,0,0,0,0
1e93fedcd4a79d1a,"imo. My Own Prison was their grunge era, Human Clay was their hard rock era, Weathered was their soft/alternative metal era, and now Full Circle is a mix of all 3.

But DAMN this is gonna be a hit",0,0,0,0,0,0
4cd2ac360442253c,"PS. Just a few hours after my comment here, Volunteer Marek proceeded to revert my changes to an article he had never edited before. Tell me, Marek, is it your habit to perform 'revenge' edits against everyone who happens to disagree with you?",0,0,0,0,0,0
19688157c2fab793,"Proposed Deletion 
 I have proposed this page for deletion.  I believe this person is not notable, and this article does not meet the guideline for Notability, Self-Promoting, and Advertising.",0,0,0,0,0,0
d3154b0d6f7756d6,"""""""Proper sound is perceived as gentle sound while improper sound is more or less considered nice sounding depending on what the listener is used to listen to."""" ... these claims are vague, out of context, unreferenced, and poorly written. 195.241.204.22  

""",0,0,0,0,0,0
c28a1c52cf13e7af,"""presented his researches on ASCE """"Earth and Space Conference"""" - Pasadena CA (watch here ) with the presence of 204 scientists from 13 countries. He""",0,0,0,0,0,0
308eab6da556c635,"I offer my apology for an accidental edit of a prior contribution of the above editor to the precognition page. The disappearance of her/his contribution surprised even myself. I have quickly learned, on WP, to believe that discussing issues with culling/distorting editors who used WP to monoscopically advocate contra psi-research was quite futile, and could only be offered by meeting them at the infantile level of discussion that they themselves offered. I am ever ready to assume a more favorable opinion, and presently entertain such in regard of the above editor. Rodgarton",0,0,0,0,0,0
63628488c9c66d38,", 12 August 2012 (UTC)

Nickelodeon Workers, you are conniving, GREEDY-ASS shitcans that don't give a damned fuck about ANYTHING MORE THAN MONEY, FAME, AND FORTUNE. WHAT IN THE WORLD ARE YOU DICKBEATERS TRYING TO DO?!?!?!?! WIN YOURSELVES A BUNCH OF HOT GIRLS!!!!! GET SOME DAMNED LIVES YOU FUCKING TURDS!!!!!!!!!!! 71.64.6.46  01:27",1,0,0,0,0,0
461d19533cccea78,"Hadiths of the prophet Mohammad sallalahu aleihi we sellem 

Esselamu aleikum we rahetullar my brother

Since you are not muslim and you don't know what hadith means, and you don't speak arabic, and my definition goes along with etymology, why must you change this, if you are doing this of your own agenda with the intentions of spreading false information may you break a leg to,  thanx",0,0,0,0,0,0
8b554bca6f3ac9d8,"Its madness. Shes of Chinese heritage, but JAPANESE! Thats impossible, its like... if some one was of Irish heritage... and was born in America... would that make them... AMERICAN... That would imply that a persons nationality, is biased on where there born, and has little to do with those who came before them... madness",1,0,0,0,0,0
18a3577c817c8d2f,"and the point is not what are aromanians, but preserve this unique language and culture which is not a threat to noones identity.",0,0,0,0,0,0
9ca234e7b4856931,"""

 ===New Schedule=== 

I removed the following section because it appears to be pure speculation.

With the return of Andrew Wilson to Sky Centre, it is rumoured that a new schedule will be devised, taking effect around mi-August when it's expected that several staff including Lorna Dunkley (weekend presenter) will go off on maternity leave.

06.00 - Sunrise with Eamonn Holmes

09.00 - Sky News Today with Martin Stanford and Julie Etchingham

12.00 - Lunchtime Live with Kay Burley

14.00 - TBA with Andrew Wilson and Anna Jones

17.00 - Live at 5 with Jeremy Thompson and Anna Botting

20.00 - TBA with Adam Boulton

21.00 - Sky News Tonight with Colin Brazier and TBA

00.00 - Sky News with Lukwesa Burak
~TalkContribs - 

Scheudles ARE NOT ALLOWED, please see WP:NOT  (talk) """,0,0,0,0,0,0
